drive_id,drive_url,carpeta_mes,nombre_archivo,mime_type,modified_time,proveedor,cif,num_factura,fecha_factura,base_imponible_eur,iva_eur,total_eur,categoria,contiene,n_lineas_fb,estado,procesado_at,notas,pago_fecha,pago_banco,pago_concepto,pago_estado
1PmDGzF3KniZABZciaTNFRbdpKVhMZH9h,https://drive.google.com/file/d/1PmDGzF3KniZABZciaTNFRbdpKVhMZH9h/view?usp=drivesdk,Facturas 1ertrimestre 26,FACTURA 6. PROV FONDOS DINGUI.pdf,application/pdf,2026-03-16T19:21:27Z,LORENTE Y MILLAN CONSTRUCCIONES S.L.,B11948098,000006,2026-03-04,45401.14,9534.24,54935.38,otros,Provision de fondos 30% del presupuesto para ejecucion de reforma del local para discoteca,0,procesada,2026-07-29,"Factura de obra/reforma, no de consumo. Cliente: NUEVO VH S.L. (CIF B22859946), Avda. Juan Melgarejo 10, El Puerto de Santa Maria. IVA 21%. Forma de pago: transferencia a ES1000490606152712251832. Ref. 000061.",2026-03-06,caixa,PAGO TRANSFERENCIAS,conciliado
15QHQsWXloi7qvrdc7dupSCkIcTmKnBDr,https://drive.google.com/file/d/15QHQsWXloi7qvrdc7dupSCkIcTmKnBDr/view?usp=drivesdk,Facturas 1ertrimestre 26,DJ Profesional DJ - 98063.pdf,application/pdf,2026-04-20T10:03:41Z,"Profesional DJ (Sonido, Iluminación y Publicidad Profesional, S.L.)",B73789141,PEDIDO 98063,2026-03-07,,,8508.0,otros,"Presupuesto/pedido nº 98063 de equipamiento DJ: 2x AlphaTheta CDJ-3000X, Pioneer DJ DJM-A9, controlador Walkasse W-CDM120, hardcase UDG, auriculares Sennheiser HD-25, micro Shure PGA58, skins TopDJ",0,no_factura,2026-07-29,"No es factura: es un presupuesto (""TOTAL PRESUPUESTO IVA INCLUIDO"") con nº de pedido 98063 y pago previo por transferencia. Total 8.508,00 € IVA incluido, sin desglose de base imponible ni cuota de IVA. Emisor: Sonido, Iluminación y Publicidad Profesional, S.L. (Profesional DJ), Molina de Segura, Murcia. Cliente: NUEVO VH S.L. (B22859946), El Puerto de Santa María. | CONCILIADO 07/08 con transferencia UME 12/3 −8.582,50 (titular: Sonido, Iluminación y Publicidad Profesional SL). FALTA la factura formal del pedido. Diferencia +74,50 vs presupuesto SIN justificar (hipótesis: portes/extra) — verificar con la factura formal. CONFIRMADO por usuario 07/08 (transferencia UME=este pedido).",2026-03-12,caixa,"UME −8.582,50 (presupuesto 8.508 + 74,50 SIN justificar)",conciliado
1Gu8euJd74DZpIksS_StBoFE9PCBdJkyU,https://drive.google.com/file/d/1Gu8euJd74DZpIksS_StBoFE9PCBdJkyU/view?usp=drivesdk,Facturas 1ertrimestre 26,T12619_Discoteca_Dingui_2.pdf,application/pdf,2026-03-16T19:21:11Z,"STIMA21 INGENIEROS, S.L.U.",B72098833,T12619,2026-03-13,7000.0,1470.0,8470.0,otros,Honorarios de ingenieria: redaccion de proyecto basico y de ejecucion de adecuacion de local destinado a discoteca en El Puerto de Santa Maria,0,procesada,2026-07-29,"2a certificacion sobre honorarios (ref. 25051562.02). Obra/proyecto: Proyecto discoteca Dingui, ref. catastral 6240916QA4564A0002SA. Cliente: Nuevo VH, S.L. (NIF B22859946, codigo cliente 10194). Pago por transferencia bancaria BBVA, vencimiento 13/03/2026. Servicios profesionales, sin lineas de comida/bebida.",2026-03-13,caixa,honorarios proyec,conciliado
1lBv5OoKLd0OF54Rid4lH_KqS7zEW8SXe,https://drive.google.com/file/d/1lBv5OoKLd0OF54Rid4lH_KqS7zEW8SXe/view?usp=drivesdk,Facturas 1ertrimestre 26,NUEVO VH SL.  Factura 0165-26.pdf,application/pdf,2026-04-20T09:27:50Z,MANTENIMIENTOS SANCHEZ YUSTE 2021 S.L.,B06906341,0165/26,2026-03-31,20059.0,4212.39,24271.39,otros,"Instalación de climatización: dos equipos de aire acondicionado con conductos, un recuperador térmico y una caja extractora",0,procesada,2026-07-29,"Factura del 50% del presupuesto 0035/26. Obra en Av. Juan Melgarejo 10, LC. 21, El Puerto de Santa María (Cádiz). Cliente: NUEVO VH SL (CIF B22859946). Vencimiento no legible en el PDF. IVA 21%. Archivo cacheado en /Users/luismdecarvajal/Desktop/dingui_kpis/data/facturas/cache/1lBv5OoKLd0OF54Rid4lH_KqS7zEW8SXe.pdf",2026-02-27,caixa,PAGO TRANSFERENCIAS,conciliado
1yg-rePkYWSnah9aVZxG0q4Re-t1FaZ6T,https://drive.google.com/file/d/1yg-rePkYWSnah9aVZxG0q4Re-t1FaZ6T/view?usp=drivesdk,Facturas 1ertrimestre 26,Factura 26_NFD_010028.PDF.PDF,application/pdf,2026-04-07T07:43:18Z,Narbona Solís SL,B29653417,26/NFD/010028,2026-04-01,32.4,3.24,35.64,comida+bebida,"Conservas y salsas Espinaler (navajas, caracoles, hígado de bacalao, almejón, piparras, salsas picantes) y vermut Espinaler Vintage 50cl",9,procesada,2026-07-29,"Importes de línea sin IVA (IVA 10% desglosado en factura). Dos líneas a coste 0 como obsequio con anotación 'AUT. RAFA ESPINALER': salsa botellín 92ml y vermut Vintage 50cl (P.Neto 1.863 y 5.205 respectivamente, no facturados). Suma de líneas cobradas = 32.40 € = base imponible. Pago contado con tarjeta el 01/04/26. Cliente: NUEVO VH S.L. (NIF B22859946).",2026-04-01,caixa,NARBONA SOLIS,conciliado
1ja9aqfm722PapX2DnHWqZAxzA1_0F2Bs,https://drive.google.com/file/d/1ja9aqfm722PapX2DnHWqZAxzA1_0F2Bs/view?usp=drivesdk,Facturas 1ertrimestre 26,35-Nuevo VH SL.pdf,application/pdf,2026-04-07T07:43:02Z,REALMIVO S.L.,B-09664194,35/26,2026-04-01,1898.36,398.66,2297.02,otros,"Alquiler local comercial nº 21 CC Vistahermosa (abril, 1.700,00 EUR) + cuota ordinaria comunidad de propietarios marzo 2026 (198,36 EUR)",0,procesada,2026-07-29,"Factura de arrendamiento emitida por REALMIVO S.L. a NUEVO VH S.L. (arrendatario, CIF B-22859946). IVA 21% sobre base 1.898,36. Local: Av. Juan Melgarejo 10 - CC Vistahermosa LC 21, 11500 El Puerto de Santa María (Cádiz). Pago por transferencia a ES57 0049 7343 7125 1000 9481.",2026-04-08,caixa,REALMIVO SL.,conciliado
1E9b01RndH9cVJnrpv5zyW1c5LFWIOQnl,https://drive.google.com/file/d/1E9b01RndH9cVJnrpv5zyW1c5LFWIOQnl/view?usp=drivesdk,Facturas 1ertrimestre 26,ES26FC02122683.pdf,application/pdf,2026-04-09T08:59:11Z,AUCTANE S.L.U,ESB83357863,ES26FC02122683,2026-04-08,10.09,2.12,12.21,otros,Servicio de mensajería/envío: Zeleris - Día siguiente (ref ES2026COM0000151197),0,procesada,2026-07-29,"Factura de Auctane (Packlink) por un envío de paquetería a NUEVO VH S.L. IVA 21%. No es comida ni bebida, por lo que no se extraen líneas de producto.",2026-04-08,caixa,Packlink - Auctan,conciliado
13upGkzmxJt_eaiJmViShlNSoHeXlmG3N,https://drive.google.com/file/d/13upGkzmxJt_eaiJmViShlNSoHeXlmG3N/view?usp=drivesdk,Facturas Julio 2026,1782910256383.pdf,application/pdf,2026-07-06T08:53:12Z,Coca-Cola European Partners Iberia SLU,B-86561412,,2026-07-01,160.4,33.68,194.08,bebida,"Refrescos Coca-Cola: Coca-Cola y Coca-Cola Zero en botella vidrio retornable 237ml (cajas de 24), Fuze Tea limón 30cl (caja de 24); cargos/abonos de cajas y botellas retornables",3,no_factura,2026-07-29,"No es factura: es una NOTA DE ENTREGA (albarán) nº 4534480605, Nº Albarán 1782910256383 (coincide con el nombre del archivo), marcada como COPIA. Cliente NUEVO VH SL / DINGUI (CIF ESB22859946). Totales del albarán: base 160,40 EUR, IVA 21% 33,68 EUR, total 194,08 EUR. Emisor: Coca-Cola European Partners Iberia S.L.U. (CIF B-86561412). Esperar la factura real del proveedor; no se extraen líneas para evitar doble conteo. | Líneas añadidas manualmente 29/07: netos tras dto, envases retornables neto 0 omitidos; suma 160,40 = base OK",,,,no_encontrado
1Pf19grJlgKJHfIJ9uyTiQto2wqxmUX34,https://drive.google.com/file/d/1Pf19grJlgKJHfIJ9uyTiQto2wqxmUX34/view?usp=drivesdk,Facturas Julio 2026,Comida - Plato al Centro 02.07.2026,image/jpeg,2026-07-02T14:05:00.029Z,Hostelera Plato al Centro SLU,B-72383417,075449,2026-07-02,33.82,3.38,37.2,comida+bebida,"Comida en restaurante (ensaladilla, pan y picos, dobladillo, pollo al curry, gunkan) y bebidas (Coca-Cola Zero, agua Lanjarón, cañón de cerveza, cafés)",10,procesada,2026-07-29,"Factura simplificada Nº 075449 a nombre de NUEVO VH S.L. (B-22859946). Precios de línea con IVA incluido (tipo 10%): base 33,82 + cuota 3,38 = 37,20. Pagada con Visa 37,20 EUR (justificante Bankinter TPV adjunto en la misma foto, 02/07/26 16:00).",2026-07-02,caixa,RESTAURANTE PLATO,conciliado
1_jRGRf0Yq_RsDDmwyJECWRmrlMuMMqjp,https://drive.google.com/file/d/1_jRGRf0Yq_RsDDmwyJECWRmrlMuMMqjp/view?usp=drivesdk,Facturas Julio 2026,Ferretería,image/jpeg,2026-07-03T18:04:08.651Z,Ana María Sánchez Ruiz (Aqualar Piscinas),48885745G,26000852/1,2026-07-03,6.1,1.28,7.38,otros,Material eléctrico: clavija de fuerza y cable con interruptor blanco,0,procesada,2026-07-29,"Archivo nombrado 'Ferretería' pero el emisor es Aqualar Piscinas (tienda de piscinas). Cliente NUEVO VH SL (CIF B22859946), Avda. Juan Melgarejo 10, El Puerto de Santa María. Albarán 26000891 de 03/07/2026. IVA único 21%. Pago con tarjeta, vencimiento 03/07/2026. Imagen JPEG rotada 90° pero totalmente legible.",,,,no_encontrado
1IJvCk7Y7psHxuUWHPYKfzXSS8KyLXOMM,https://drive.google.com/file/d/1IJvCk7Y7psHxuUWHPYKfzXSS8KyLXOMM/view?usp=drivesdk,Facturas Julio 2026,Ferretería,image/jpeg,2026-07-03T18:35:25.604Z,LUMISUR PUERTO S.C.,J72055684,02601/004955,2026-07-03,24.32,5.11,29.43,otros,"Material electrico: base multiple 4 schuko con USB, 5 lamparas LED 15W E-27, canon ECORAEE, regleta conexion 6mm2",0,procesada,2026-07-29,"Archivo Drive titulado 'Ferreteria' pero el proveedor es Lumisur Puerto (iluminacion/material electrico). Pagada con tarjeta (marcada 'Cobrada'); en la foto aparece ticket TPV Bankinter por 29,40 EUR frente a total factura 29,43 EUR (diferencia de 0,03 por redondeo). Cliente: NUEVO VH SL, NIF B22859946.",,,,no_encontrado
1Y-A7f-NOZkZqcdlBAwtD1F_IN2W2LhMa,https://drive.google.com/file/d/1Y-A7f-NOZkZqcdlBAwtD1F_IN2W2LhMa/view?usp=drivesdk,Facturas Julio 2026,0_0(018)0203_(2026)014875.pdf,application/pdf,2026-07-06T17:48:56Z,Makro,A28647451,0/0(018)0203/(2026)014875,2026-07-04,34.56,7.26,41.82,otros,Vasos de sidra TS MPRO 50cl x12 (4 cajas) - menaje/cristalería,0,procesada,2026-07-29,"Factura Makro tienda Puerto de Santa María, cliente Nuevo Vh Sl (NIF B22859946). Solo menaje (vasos), sin comida ni bebida, por eso categoria 'otros' y sin líneas. Bruto 37,96 EUR con descuento 'Compra más paga menos' de 3,40 EUR -> base 34,56 EUR + IVA 21% (7,26) = 41,82 EUR. Pagado con tarjeta Visa (aut. 613249). Página 2 es solo el recibo del datáfono para el comercio.",2026-07-04,caixa,MAKRO CENTRO 18,conciliado
1PAL9DMqGkWxLVOGdloA9xo6bkmI9B1KO,https://drive.google.com/file/d/1PAL9DMqGkWxLVOGdloA9xo6bkmI9B1KO/view?usp=drivesdk,Facturas Julio 2026,0_0(018)0205_(2026)020622.pdf,application/pdf,2026-07-06T17:48:55Z,Makro,A28647451,0/0(018)0205/(2026)020622,2026-07-04,228.76,44.84,273.6,comida,"Comida (fruta, tomate rallado, salsa mostaza y miel) + menaje y desechables (servilletas, guantes, bolsas, platos, ceniceros, cucharas, bandejas). Sin bebidas.",12,procesada,2026-07-29,"Factura de venta en tienda (Cash & Carry), pagada con tarjeta Visa débito (273,60 EUR, aut. 287384). Importes de línea SIN IVA. Desglose IVA: base 15,53 al 10% (1,55), base 204,49 al 21% (42,94), base 8,74 al 4% (0,35). Descuentos 'COMPRA MÁS PAGA MENOS' de -4,92 y -8,00 EUR aplicados a las dos líneas de bandejas: sus importes y precios unitarios se reflejan netos de descuento (3,68 y 4,19 EUR/ud). Páginas 2 y 3 son copias del recibo de tarjeta.",2026-07-04,caixa,MAKRO CENTRO 18,conciliado
1u60EHur4enxPPXae00Ap4Y-XmP9EOIxE,https://drive.google.com/file/d/1u60EHur4enxPPXae00Ap4Y-XmP9EOIxE/view?usp=drivesdk,Facturas Julio 2026,Compra cubos.jpeg,image/jpeg,2026-07-06T17:57:14.438Z,Bazar Chino,X4096752S,51345,2026-07-06,41.32,8.68,50.0,otros,"2 cubos (menaje) a 25,00 EUR/ud",0,procesada,2026-07-29,"Factura simplificada/ticket con datos fiscales del cliente (NUEVO VH SL, CIF B22859946). IVA 21% desglosado. Pago con Visa. Compra de equipamiento/menaje, sin lineas de comida o bebida. Archivo cacheado en /Users/luismdecarvajal/Desktop/dingui_kpis/data/facturas/cache/1u60EHur4enxPPXae00Ap4Y-XmP9EOIxE.jpeg",2026-07-06,caixa,BAZAR CHINO,conciliado
1SVr4Dqz747aVCjbiQ_WGtD46Ijtpg5Cw,https://drive.google.com/file/d/1SVr4Dqz747aVCjbiQ_WGtD46Ijtpg5Cw/view?usp=drivesdk,Facturas Julio 2026,0_0(018)0203_(2026)014943.pdf,application/pdf,2026-07-06T17:49:06Z,Makro,A28647451,0/0(018)0203/(2026)014943,2026-07-06,24.0,5.04,29.04,otros,1x Cubeta manutención blanca 25L (equipamiento/menaje),0,procesada,2026-07-29,"Factura Makro Puerto de Santa María a Nuevo Vh Sl (NIF B22859946). Única línea: CUBETA MANUTENCION BCA 25L, 24,00 EUR + 21% IVA (5,04) = 29,04 EUR. Sin comida ni bebida, se clasifica como otros (equipamiento). Pagada con tarjeta Visa débito (contactless). Página 2 del PDF es el recibo de tarjeta para el comercio.",2026-07-06,caixa,MAKRO CENTRO 18,conciliado
13vJ1FdSWyE0QVolMn1e2IRHUSX3RWDE4,https://drive.google.com/file/d/13vJ1FdSWyE0QVolMn1e2IRHUSX3RWDE4/view?usp=drivesdk,Facturas Julio 2026,FACT20221_26A.pdf,application/pdf,2026-07-06T08:50:16Z,Miguel Merino Distribuciones SL,B11361557,20221/26A,2026-07-06,308.9,64.87,373.77,bebida,Tequila Clase Azul Reposado 70cl (2 botellas),1,procesada,2026-07-29,"Distribuidor Grupo Merino (vinos y destilados). Cliente NUEVO VH SL (B22859946), pto. venta 807049-DINGUI. Albarán 33432/26A de 02/07/26. Pago por transferencia, vencimiento 05/08/2026. Importes de línea sin IVA (factura desglosa base e IVA 21%).",,,,no_encontrado
1BG4aomnDu4RWLC5C1RhAOBZZ5zsus-O9,https://drive.google.com/file/d/1BG4aomnDu4RWLC5C1RhAOBZZ5zsus-O9/view?usp=drivesdk,Facturas Julio 2026,FACT950_26N.pdf,application/pdf,2026-07-06T08:50:18Z,Miguel Merino Distribuciones SL,B11361557,950/26N,2026-07-06,-193.7,-40.68,-234.38,bebida,"Abono de 2 botellas de tequila Clase Azul Plata 0,7L",1,procesada,2026-07-29,"Factura de abono/rectificativa (importes negativos, serie N). Devolucion de 2 uds sobre albaran 33431/26A de 02/07/26. Cliente: NUEVO VH SL (DINGUI), NIF cliente B22859946. Vencimiento 05/08/2026, pago por transferencia.",,,,no_encontrado
18xlN_sG4DS4zHMXPWqxFFt-Ze0qf-es3,https://drive.google.com/file/d/18xlN_sG4DS4zHMXPWqxFFt-Ze0qf-es3/view?usp=drivesdk,Facturas Julio 2026,334.pdf,application/pdf,2026-07-27T10:46:43Z,Jamones La Encina (Javier Quintero),31338910F,FA260334,2026-07-07,692.39,69.24,761.63,comida,"Chacinas, conservas, quesos y aperitivos: gildas, cecina, anchoas, mojama, paleta ibérica, chicharrón, sardinas, mejillones, jamón cocido, quesos y atún ahumado",15,procesada,2026-07-29,"Factura de 2 páginas a cliente NUEVO VH S.L. (NIF B22859946), Avda. Juan Melgarejo 10, El Puerto de Santa María. Importes de línea sin IVA (la factura desglosa base 692,39 + IVA 10% 69,24). La suma de las 15 líneas cuadra con la base imponible. Pago por transferencia bancaria (ES79 0182 6784 1301 0150 6208). 'QURSO AMONTILLADO' es errata del proveedor por 'queso amontillado'.",,,,sin_extracto
