message_id,fecha_email,remitente,asunto,adjunto_original,archivo_local,sha256,bytes,estado,drive_id,notas
<CADun5y3oBKV8CTWViG3TseguX=KN7doQgb+twKfJaqxmsxHQpQ@mail.gmail.com>,2026-07-24,DANIELO <danielosound@gmail.com>,Factura Julio 2026 Danielo,FACTURA Nº 48 2026 DANIEL FELIX ALONSO DINGUI.pdf,2026-07-24_gmail_FACTURA-No-48-2026-DANIEL-FELIX-ALONSO-DINGUI.pdf,335b5a5564b86d5dbb8f9afcb69e60b887f59b16b303c9ed6f8886ff22ed5265,53344,subido_drive,1glFMrsxYXuWjqDj6iOPzSdj9lmLsJaSR,
<AM6PR03MB4390A9370AD2F677EEEB885DB2CF2@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-24,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 1049/26N, 1050/26N, 1052/26N,
 1053/26N, 1054/26N, 1055/26N, 1056/26N",FACT1049_26N.pdf,2026-07-24_distribucionesmerino_FACT1049_26N.pdf,bc032d66ea151891d3142aeb963c4dd8adfeb27cb2e233621a573d454a549d42,55227,subido_drive,1rChFH8Z-QiinPVdNKcVz7tmqMDgmdFpa,
<AM6PR03MB4390A9370AD2F677EEEB885DB2CF2@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-24,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 1049/26N, 1050/26N, 1052/26N,
 1053/26N, 1054/26N, 1055/26N, 1056/26N",FACT1050_26N.pdf,2026-07-24_distribucionesmerino_FACT1050_26N.pdf,5451f831d0afde18d004e07faf5486f69aa901d6b90f45a186d4e115b60808a3,52879,subido_drive,1cE_zAOdH6Qu_0_lArNsTraLErfxYRoo0,
<AM6PR03MB4390A9370AD2F677EEEB885DB2CF2@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-24,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 1049/26N, 1050/26N, 1052/26N,
 1053/26N, 1054/26N, 1055/26N, 1056/26N",FACT1052_26N.pdf,2026-07-24_distribucionesmerino_FACT1052_26N.pdf,235cca718662a12eaacb4c3cad6a5477601913d0bbd8a49439e1753a919a264b,51924,subido_drive,1StjKmNJmA-1IuRMv4tk14KZb6rsenDxF,
<AM6PR03MB4390A9370AD2F677EEEB885DB2CF2@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-24,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 1049/26N, 1050/26N, 1052/26N,
 1053/26N, 1054/26N, 1055/26N, 1056/26N",FACT1053_26N.pdf,2026-07-24_distribucionesmerino_FACT1053_26N.pdf,e71758ffb9f9cf4851fdfb57219f212b8bb2a07277030cb34c75b7baa9bf9082,51959,subido_drive,1Sx2T_ypZjLlNaEu532gI5cTmtUYTnAC1,
<AM6PR03MB4390A9370AD2F677EEEB885DB2CF2@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-24,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 1049/26N, 1050/26N, 1052/26N,
 1053/26N, 1054/26N, 1055/26N, 1056/26N",FACT1054_26N.pdf,2026-07-24_distribucionesmerino_FACT1054_26N.pdf,cef0a61cd34f8ce16c921549ea16a402954b212f779be8e33a4d18d7d8aeb274,52837,subido_drive,1ekFLRRifRdmqjHW0NXmqIivotnKf8itd,
<AM6PR03MB4390A9370AD2F677EEEB885DB2CF2@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-24,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 1049/26N, 1050/26N, 1052/26N,
 1053/26N, 1054/26N, 1055/26N, 1056/26N",FACT1055_26N.pdf,2026-07-24_distribucionesmerino_FACT1055_26N.pdf,e2d26e2651ebf046611933be2345e2d5e352955e4f7ed4602944287d5606f000,52779,subido_drive,1C4ysavNuqZmZeD6wHAai5o05sCYFA8kd,
<AM6PR03MB4390A9370AD2F677EEEB885DB2CF2@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-24,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 1049/26N, 1050/26N, 1052/26N,
 1053/26N, 1054/26N, 1055/26N, 1056/26N",FACT1056_26N.pdf,2026-07-24_distribucionesmerino_FACT1056_26N.pdf,d546fde2d3aea8d2fcd6a86bcdca87aaf661b521a1cbd1a17bbb42fac0295bc5,52760,subido_drive,1-1xep3j7CNBaLoKDt0AhKOk47fT5CyT2,
<DB7PR03MB465127BA19AE8EC2486561F8C1CF2@DB7PR03MB4651.eurprd03.prod.outlook.com>,2026-07-24,Carmen Gallardo <cgallardo@distribucionesmerino.com>,MERINO ABONOS DIF PRECIOS,image001.png,2026-07-24_distribucionesmerino_image001.png,27fd5a3e45004ce26cb7ae6826ab92f3fb17c28af96bfa03fbe81e5f0cdb760a,34959,descartado,,
<DB7PR03MB465127BA19AE8EC2486561F8C1CF2@DB7PR03MB4651.eurprd03.prod.outlook.com>,2026-07-24,Carmen Gallardo <cgallardo@distribucionesmerino.com>,MERINO ABONOS DIF PRECIOS,DINGUI ABONOS DIF PRECIOS.pdf,2026-07-24_distribucionesmerino_DINGUI-ABONOS-DIF-PRECIOS.pdf,68930d5930989fcf1d1f0f95de9794b50328852c1a3c12847e33f5e39a9cccfc,2842227,descargado,,
<AM9P195MB1123EFDDAF22AA95EDD00AC4CFC02@AM9P195MB1123.EURP195.PROD.OUTLOOK.COM>,2026-07-24,Barter Consultancy <info@barteragencia.com>,FACTURA DINGUI JUL,LOGO NEGRO 2024 PNG.png,2026-07-24_barteragencia_LOGO-NEGRO-2024-PNG.png,ab2ddf5c46b443e8308ba2fbaf0d17e7df3d6202e206e9810c5082f52b4d73d0,87076,descartado,,
<AM9P195MB1123EFDDAF22AA95EDD00AC4CFC02@AM9P195MB1123.EURP195.PROD.OUTLOOK.COM>,2026-07-24,Barter Consultancy <info@barteragencia.com>,FACTURA DINGUI JUL,1772026 DINGUI JUL.pdf,2026-07-24_barteragencia_1772026-DINGUI-JUL.pdf,9fdaaa223e03877ef0da2d4d83b7535f4bd1373532dec7fb6feff40b4a8d6147,203985,subido_drive,12gY4YPw-PPiS7fyBLKGkQCrUa2oySo5g,
<AM6PR03MB43904336FD747ABCFEFC2E85B2C22@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-21,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 1036/26N, 22366/26A",FACT1036_26N.pdf,2026-07-21_distribucionesmerino_FACT1036_26N.pdf,520978b92f0544c61fa1deac227030762cb9a038e6ca610cbd76c12405510f74,51076,descargado,,
<AM6PR03MB43904336FD747ABCFEFC2E85B2C22@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-21,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 1036/26N, 22366/26A",FACT1036_26N_Albaranes.pdf,2026-07-21_distribucionesmerino_FACT1036_26N_Albaranes.pdf,692d608f770b276ab29f24bb41bb1c302b398073b59e248973df237611d5fec4,25203,descartado,,
<AM6PR03MB43904336FD747ABCFEFC2E85B2C22@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-21,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 1036/26N, 22366/26A",FACT22366_26A.pdf,2026-07-21_distribucionesmerino_FACT22366_26A.pdf,0ea8d468745eb5cedf9c77cffecdb9dfba8160962b6e209e8c93e3d1e42d6465,51625,descargado,,
<AM6PR03MB43904336FD747ABCFEFC2E85B2C22@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-21,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 1036/26N, 22366/26A",FACT22366_26A_Albaranes.pdf,2026-07-21_distribucionesmerino_FACT22366_26A_Albaranes.pdf,e411aecadcec7144f21d222d7499855570eae1513d34bacb62112f42fb12bdb9,93720,descartado,,
<AM6PR03MB43901626DA3A81D66690075EB2C22@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-21,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>",Adjuntamos las siguientes facturas: 1024/26N,FACT1024_26N.pdf,2026-07-21_distribucionesmerino_FACT1024_26N.pdf,813ce17ca568e910ffb3ced8fb09d65c98e3874696565dfd9f88b99e57222f4a,50874,descargado,,
<VI1PR03MB4397889F679EF8E0B641C49AB2C32@VI1PR03MB4397.eurprd03.prod.outlook.com>,2026-07-20,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 22215/26A, 22218/26A",FACT22215_26A.pdf,2026-07-20_distribucionesmerino_FACT22215_26A.pdf,7c6273446eeb073de22383ee2dbd89da31a84fd37adcebebd9eb15f3c9c4748b,52212,descargado,,
<VI1PR03MB4397889F679EF8E0B641C49AB2C32@VI1PR03MB4397.eurprd03.prod.outlook.com>,2026-07-20,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 22215/26A, 22218/26A",FACT22215_26A_Albaranes.pdf,2026-07-20_distribucionesmerino_FACT22215_26A_Albaranes.pdf,dc9e7819e30cef1f970f1418bff35a7438bf69ecb6afd5269bf8b43e627c423e,93874,descartado,,
<VI1PR03MB4397889F679EF8E0B641C49AB2C32@VI1PR03MB4397.eurprd03.prod.outlook.com>,2026-07-20,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 22215/26A, 22218/26A",FACT22218_26A.pdf,2026-07-20_distribucionesmerino_FACT22218_26A.pdf,322bd207e41faa3a6f7729ac3594e5e9c0b047e167ff0de7491634f4b32ea450,51367,descargado,,
<VI1PR03MB4397889F679EF8E0B641C49AB2C32@VI1PR03MB4397.eurprd03.prod.outlook.com>,2026-07-20,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 22215/26A, 22218/26A",FACT22218_26A_Albaranes.pdf,2026-07-20_distribucionesmerino_FACT22218_26A_Albaranes.pdf,653256bbe351d875a08f11d2741970fc520c1ae825c3d3aa6cf9b651a0f61291,73486,descartado,,
<6a5dee3c.3f7a366d.1c688d.48b1SMTPIN_ADDED_MISSING@mx.google.com>,2026-07-20,administracion@melgarejoehijos.com,Factura N3442 20/07/2026 DINGUI,Factura N3442 20/07/2026 DINGUI.pdf,2026-07-20_melgarejoehijos_Factura-N3442-20-07-2026-DINGUI.pdf,1ea81eb0e7c9816a0a0b19d84c7d51e7f864a5efb3bdd9036871f8542d79485a,16717,subido_drive,12XFZmMJky-QFGwYUTBLxSwSe5BcwuBGk,
<6a5a50ee.eb7c5dec.1892de.95b3SMTPIN_ADDED_MISSING@mx.google.com>,2026-07-17,"""Ipasur licores & vinos"" <administracion@ipasur.com>",factura : Envío de facturas de venta,FA603.pdf,2026-07-17_ipasur_FA603.pdf,e0ab2891105a852737c23e29e482da55addd5b36014b850b0c4a9dbcf0e4bcca,31749,subido_drive,1a6S-WafIYTMvkrajsIQBzhOangdcNTOA,
<AM6PR03MB43906D53F4AAA16A8AF6690FB2C72@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-16,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>",Adjuntamos las siguientes facturas: 21729/26A,FACT21729_26A.pdf,2026-07-16_distribucionesmerino_FACT21729_26A.pdf,df35bcf14bc2ff533b3c77050ef723d227fb353aeb165ab3df867283c353a54c,51315,subido_drive,11bvj0fVE1SAXWHmLnwexpf0qsKiujQGs,
<AM6PR03MB43906D53F4AAA16A8AF6690FB2C72@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-16,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>",Adjuntamos las siguientes facturas: 21729/26A,FACT21729_26A_Albaranes.pdf,2026-07-16_distribucionesmerino_FACT21729_26A_Albaranes.pdf,45bbb3d0a367e1d6890be952a81db9482fd6fd104214b7803783066163f05543,101657,descartado,,
<6a5603cb.f51e8d57.313511.087bSMTPIN_ADDED_MISSING@mx.google.com>,2026-07-14,administracion@melgarejoehijos.com,Factura N3371 13/07/2026 DINGUI,Factura N3371 13/07/2026 DINGUI.pdf,2026-07-14_melgarejoehijos_Factura-N3371-13-07-2026-DINGUI.pdf,9062098362edf5e9e640e322de7edb78131319d66ed27dc5c878c7f1eb9b28ce,13067,descargado,,
<6a5602a8.c2c9b048.2f1814.0ee6SMTPIN_ADDED_MISSING@mx.google.com>,2026-07-14,administracion@melgarejoehijos.com,Factura N3328 07/07/2026 DINGUI,Factura N3328 07/07/2026 DINGUI.pdf,2026-07-14_melgarejoehijos_Factura-N3328-07-07-2026-DINGUI.pdf,ad598f73f98a32ec3d15c4242a5230a8677e20d17502d31d97e36ebd587023e0,9388,descargado,,
<AM6PR03MB43900087F3505C71B0ABC84EB2F92@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-14,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>",Adjuntamos las siguientes facturas: 21369/26A,FACT21369_26A.pdf,2026-07-14_distribucionesmerino_FACT21369_26A.pdf,6925cadb78a2977d7d4832d0fab0e9b22ff607299f4741ec2790f1b66d268d7d,50883,descargado,,
<AM6PR03MB43900087F3505C71B0ABC84EB2F92@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-14,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>",Adjuntamos las siguientes facturas: 21369/26A,FACT21369_26A_Albaranes.pdf,2026-07-14_distribucionesmerino_FACT21369_26A_Albaranes.pdf,dee0c9c7568232adde66226d0e7c7693dac5300ce497cfd533498e8fd5f0efe0,63418,descartado,,
<6a54b51c.734385ea.1624e5.6c81SMTPIN_ADDED_MISSING@mx.google.com>,2026-07-13,administracion@melgarejoehijos.com,Factura N3371 13/07/2026 DINGUI,Factura N3371 13/07/2026 DINGUI.pdf,2026-07-13_melgarejoehijos_Factura-N3371-13-07-2026-DINGUI.pdf,4a9bcf3c43b01d48cfee860fc1caaf64d4de29d263eed64c99009dd8fd6d00ae,13067,descargado,,
<AHVO5RNYQTU4.KVK90MK0QRMB3@localhost>,2026-07-10,MGS Mobile Reparto <administracion@guadalete.com.es>,GUADALETE DISTRIBUCION Y LOGISTICA S.L.U. Entrega realizada en DINGUI,1783683142374.pdf,2026-07-10_guadalete_1783683142374.pdf,91a48670be2447a55bc05fe5f7ecb5f508b006e2e006038dc7a01d9f31b538c9,92298,subido_drive,1oYnmaXNyFdBjxZUH5gTVp8PjM0cz1ZWL,
<AM6PR03MB43903E7048F1A8C8853285A7B2FD2@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-10,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 21191/26A, 21203/26A",FACT21191_26A.pdf,2026-07-10_distribucionesmerino_FACT21191_26A.pdf,7b9534810f1d84b68a99f125c4af7e44fbe7e6ff0022b60ef68bd2550c270540,51355,descargado,,
<AM6PR03MB43903E7048F1A8C8853285A7B2FD2@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-10,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 21191/26A, 21203/26A",FACT21191_26A_Albaranes.pdf,2026-07-10_distribucionesmerino_FACT21191_26A_Albaranes.pdf,47e9131cbba11ba8e80b26572cd0625be73f04c0a619d5276bc36efa2d35d1e7,79797,descartado,,
<AM6PR03MB43903E7048F1A8C8853285A7B2FD2@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-10,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 21191/26A, 21203/26A",FACT21203_26A.pdf,2026-07-10_distribucionesmerino_FACT21203_26A.pdf,992ea48a86c19771dc613e059477f867b900e944a4bc2dffa96bb4d9d9ee6334,51506,descargado,,
<AM6PR03MB43903E7048F1A8C8853285A7B2FD2@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-10,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 21191/26A, 21203/26A",FACT21203_26A_Albaranes.pdf,2026-07-10_distribucionesmerino_FACT21203_26A_Albaranes.pdf,79d41d324d14030892f5bfa56f88bd2f91b40d976dde6284530488ceb6b838aa,81768,descartado,,
<VI1PR08MB535871EB968FF14D6742E905BDFF2@VI1PR08MB5358.eurprd08.prod.outlook.com>,2026-07-08,JAVIER QUINTERO JAMONES LA ENCINA <jamoneslaencina@hotmail.com>,FACTURA DE HOY,NUEVO 2.pdf,2026-07-08_hotmail_NUEVO-2.pdf,30906a4ad7dd06b7bbe2af001abaa0b9da8bd7d76a6c46122eb8b22ac1eb13ff,33052,duplicado_registro,,
<VI1PR08MB53587C1881C78712F5BB4BDFBDFF2@VI1PR08MB5358.eurprd08.prod.outlook.com>,2026-07-08,JAVIER QUINTERO JAMONES LA ENCINA <jamoneslaencina@hotmail.com>,FACTURA,NUEVO CORREGIDA.pdf,2026-07-08_hotmail_NUEVO-CORREGIDA.pdf,8ac907c49a7df163035053530788176d16cea078bc86d215acbafc397ef9325f,33050,duplicado_registro,,
<CAD=R=aLqFLaT2J4PZDqk6rd6svCXhp9vY5wO4cw7fSZ1GRNnXA@mail.gmail.com>,2026-07-08,CoverManager | Facturación <facturacion@covermanager.com>,Re: CoverManager - junio - 2026070232 (NUEVO VH S.L),image.png,2026-07-08_covermanager_image.png,486fb34f10fa9b35cd7405d72c39230d6220e3435a16d301acedc438927b2695,20303,descartado,,
<!&!AAAAAAAAAAAYAAAAAAAAAJtmdkjaOZpIuwpbIkFQZn3CgAAAEAAAAH8ggILgz4FDpTfvBrW0XXEBAAAAAA==@pickingcadiz.com>,2026-07-08,<contabilidad@pickingcadiz.com>,Factura Nuevo VH S.L. - Factura Nº 2026002591,Factura Cliente Nº 2026002591 [0001-001].pdf,2026-07-08_pickingcadiz_Factura-Cliente-No-2026002591-0001-001-.pdf,5ef63a226b269cee6a0b8ce74bc9dedade059c8f5fd1fab94ba2b60fabeed54e,37186,subido_drive,1ysNocfBaqDz1uvvj-Kstq2UQSXxkums0,
<CAMRAGzs3K=fzBZVXFwbon+Y3GP4t3UB4vgG3T4TyeynfhNiH3g@mail.gmail.com>,2026-07-07,Amanda Mora Martín <amandamoramar5@gmail.com>,Currículum,Currículum Vitae CV Diseñadora Femenino Minimalista Beige y Blanco.pdf,2026-07-07_gmail_Curriculum-Vitae-CV-Disenadora-Femenino-Minimalista-Beige-y-,7ba5c50081ff5d6c5da79373ec2209b690f021a8e0385d8abec304871598e074,923242,descartado,,
<CAMRAGzs3K=fzBZVXFwbon+Y3GP4t3UB4vgG3T4TyeynfhNiH3g@mail.gmail.com>,2026-07-07,Amanda Mora Martín <amandamoramar5@gmail.com>,Currículum,Currículum Noa.pdf,2026-07-07_gmail_Curriculum-Noa.pdf,329dfe1de9ac6815e9f484c7d214b70cfecfb7260cfe24c59b5b38dd69efd2b4,1090166,descartado,,
<6a4cc6c9.1ebe6634.3ba93f.f8b5SMTPIN_ADDED_MISSING@mx.google.com>,2026-07-07,administracion@melgarejoehijos.com,Factura N3328 07/07/2026 DINGUI,Factura N3328 07/07/2026 DINGUI.pdf,2026-07-07_melgarejoehijos_Factura-N3328-07-07-2026-DINGUI.pdf,af6b7a8fa7241f0c595602be576d27b3b2edc58b5f4a4150138afb8a35d15b93,9383,descargado,,
<9k547000000000000000000000000000000000000000000000THSQ6E007NGd-RLyTm2-wUxFXA2KOw@sfdc.net>,2026-07-07,"""hospitality@covermanager.com"" <hospitality@covermanager.com>",Seguimiento Dingui - Día 15 en Cover,Imagen_2026-07-07_10-27-31.png,2026-07-07_covermanager_Imagen_2026-07-07_10-27-31.png,7ef324a117e4fb2ad77181f749670eaafbd7fea7d7cfcd1b26b7437d3992554c,144157,descartado,,
<1481873771.93422.1783334862135@gcom-jt-nuc-jee-notifyoutgoing-3-d9g5r3n577>,2026-07-06,O2 <info@email.o2online.es>,Factura O2,Factura_OM7VAGJ001XXXX.pdf,2026-07-06_email_Factura_OM7VAGJ001XXXX.pdf,05bc82947474e2e7ba11c63394278d05d998f9a398ed14e93fadea8c573c6743,62286,descargado,,
<AM6PR03MB43902D5E148895404C669BC3B2F12@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-06,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 20221/26A, 950/26N",FACT20221_26A.pdf,2026-07-06_distribucionesmerino_FACT20221_26A.pdf,69e6b78db758a4aaac4d7876dc676299b0d0b84334c447cd9805086fb640717d,50687,descargado,,
<AM6PR03MB43902D5E148895404C669BC3B2F12@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-06,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 20221/26A, 950/26N",FACT20221_26A_Albaranes.pdf,2026-07-06_distribucionesmerino_FACT20221_26A_Albaranes.pdf,cb835ade698d6616620a432e1a4c375b170fbe489cc3e3d5d8ceafcb764dc4f7,50147,descartado,,
<AM6PR03MB43902D5E148895404C669BC3B2F12@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-06,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 20221/26A, 950/26N",FACT950_26N.pdf,2026-07-06_distribucionesmerino_FACT950_26N.pdf,c9184469ea5a5b53b4658c3eada2f90b9bf00b2801ba804d2f81bf3f2a37f3c2,50729,descargado,,
<AM6PR03MB43902D5E148895404C669BC3B2F12@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-07-06,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 20221/26A, 950/26N",FACT950_26N_Albaranes.pdf,2026-07-06_distribucionesmerino_FACT950_26N_Albaranes.pdf,f1bf545dc7202dda290a73c78a6e42c808b9cab3561c0cc662d70dd9482bc533,23783,descartado,,
<g6olc4t2kixs275v5d03fwl55yyw4zycjhhiyveagxhditn2cmceuf25y6rgzlzt@netsuite.com>,2026-07-03,CoverManager <facturacion@covermanager.com>,CoverManager - junio - 2026070232 (NUEVO VH S.L),Factura de venta_2026070232_1783097817641.pdf,2026-07-03_covermanager_Factura-de-venta_2026070232_1783097817641.pdf,4609c6f74edd0c3db2274fa3acb6ad1c21a18bb99ada258c2e9b5b9e8875b575,59455,subido_drive,1It5P527nZj96D7TRNbVHJp46ZCB3J0kV,
