fecha,dia_semana,flag,barra1_efectivo,barra1_visas,barra1_total,barra1_z,barra1_descuadre,reservados_efectivo,reservados_visas,reservados_total,taquilla_efectivo,taquilla_visas,taquilla_total,total_efectivo,total_visas,total_cierre,total_z,total_descuadre,barras,puerta,fourvenues,otras,total_caja,reservados_importe,listas_total,cajas_refresco,cajas_cerveza,mercaderias_pct,barra_apertura,barra_cierre_sheet,puerta_apertura,puerta_cierre_sheet,inv_socios_copas,inv_socios_chupitos,inv_socios_cervezas,inv_personal_chupitos,inv_personal_copas,inv_personal_djcopas,inv_rpps_copas,inv_total,clientes_noche,media_pax,pico_pax,precio_entrada_eur,entradas_vendidas,botellas_invitacion,fondo_caja_eur,hora_cierre_real,gasto_personal_eur,gasto_personal_pct,comentario
2026-07-14,martes,,738.5,3125.5,3864.0,3317.0,547.0,150.0,300.0,450.0,155.0,800.0,955.0,1043.5,4225.5,5269.0,4722.0,547.0,3864.0,955.0,2209.0,,7478.0,450.0,0,26.0,0.0,11.82,0:00,5:35,0:00,5:15,,,,4.0,1.0,,,5,542.0,280.0,426.0,20.0,47.0,,357.5,5:45,1348.5,18.0,"Hay que gestionar para el domingo el retraso en la TV y proyector; durante el partido se hacen 200 EUR de caja. Clientes desde 00:30. Pasan 542 clientes, media 280, pico ~426. Puerta 20 EUR una copa; 47 entradas. Entran 2 reservados en puerta (PISTA 450 EUR). No se enciende una de las 2 pantallas (la de la parte pequena de la barra) por el problema que sigue habiendo con la conexion. Fondo de caja 357,5 EUR. Cierre 05:45 debido al poco gasto. Gasto personal 1.348,5 EUR (18%)."
2026-07-15,miercoles,,674.5,2625.5,3300.0,3103.5,196.5,0.0,0.0,0.0,560.0,1735.0,2295.0,1234.5,4360.5,5595.0,5398.5,196.5,3300.0,2295.0,1703.15,,7298.15,0.0,0,23.0,0.0,10.72,0:00,5:30,0:00,5:00,,,,6.0,2.0,6.0,,14,557.0,270.0,310.0,15.0,153.0,,556.0,5:45,1055.0,14.5,"Clientes desde 00:30. Pasan 557 clientes, media 270, pico ~310. Puerta 15 EUR con copa, 153 entradas. Entran unicamente 3 relaciones en hora, se les dan 5 copas en total. Unicamente hay 2 reservados, los cuales son de invitacion. Fondo de caja 556 EUR. Cierre 05:45. Gasto personal 1.055 EUR (14,5%)."
2026-07-16,jueves,,656.0,3734.6,4390.6,4212.0,178.6,20.0,1010.0,1030.0,170.0,1720.0,1890.0,846.0,6464.6,7310.6,7132.0,178.6,4390.6,1890.0,956.67,,8267.27,1030.0,0,26.0,0.0,10.69,0:30,5:40,0:30,5:00,4.0,,7.0,5.0,2.0,9.0,,27,538.0,250.0,330.0,15.0,126.0,,332.5,5:50,1164.0,14.1,"Clientes desde 00:30. Sigue una unica pantalla (la segunda no va bien por wifi y el cajon se cae al abrirse). Pasan 538 clientes, media 250, pico ~330. Puerta 15 EUR con copa, 126 entradas. Entra un reservado en puerta muy bueno (PISTA 1.030 EUR). Fondo de caja 332,5 EUR. Cierre 05:50. Gasto personal 1.164 EUR (14,1%)."
2026-07-17,viernes,,358.0,8683.4,9641.4,9161.26,480.14,0.0,150.0,150.0,80.0,920.0,1000.0,1038.0,9753.4,10791.4,10311.26,480.14,9641.4,1000.0,750.0,,11541.4,750.0,0,34.0,8.0,11.54,0:00,5:30,0:00,5:15,7.0,10.0,3.0,,,3.0,,23,418.0,280.0,320.0,,60.0,,728.5,6:15,1695.75,14.7,"Clientes desde 00:30. Pasan 418 clientes, media 280, pico ~320. Puerta 15 EUR con copa y 20 EUR desde las 04:00; 60 entradas. Reservado JAVI RODRIGUEZ 750 EUR. Fondo de caja 728,5 EUR. Cierre 06:15. Gasto personal 1.695,75 EUR (14,7%)."
2026-07-18,sabado,,589.0,7500.5,8089.5,8085.1,4.4,0.0,750.0,750.0,75.0,890.0,965.0,664.0,9140.5,9804.5,9800.1,4.4,8089.5,965.0,0.0,,9804.5,750.0,0,31.0,3.0,11.42,0:00,5:30,0:00,5:00,5.0,13.0,2.0,5.0,4.0,5.0,,34,441.0,260.0,324.0,,55.0,,708.5,5:45,1555.75,15.9,"Clientes desde 00:15. Pasan 441 clientes, media 260, pico ~324. Puerta 15 EUR con copa y desde la 01:45 20 EUR; 55 entradas. Reservado BORJA YBARRA 750 EUR. No entra el reservado de Fourvenues de 1 botella a nombre de Alfonso Cano. Fondo de caja 708,5 EUR. Cierre 05:45. Gasto personal 1.555,75 EUR (15,9%)."
2026-07-19,domingo,,1062.5,5179.5,6242.0,5786.5,455.5,150.0,1350.0,1500.0,150.0,1130.0,1280.0,1362.5,7659.5,9022.0,8566.5,455.5,6242.0,1280.0,3092.26,,12114.26,1570.0,0,36.0,1.0,10.29,0:00,5:30,0:00,5:00,3.0,5.0,2.0,8.0,5.0,8.0,,31,617.0,380.0,507.0,,71.0,,458.5,5:45,1442.0,12.0,"Clientes desde las 00:30. Pasan 617 clientes, media 380, pico ~507. Puerta 15 EUR con copa y a la 01:30 cambio a 20 EUR; 71 entradas. Reservados: P. Bohorquez 600, Tomas Llanza 220, Lucas Haurie 150, Curro Garcia 450, Pablo Astolfi 150 (suman 1.570; el bloque de cierre marca 1.500 - dif 70). No entra el reservado de Alberto Espineira. Fondo de caja 458,5 EUR. Cierre 05:45 debido a que la gente iba un poco pasada. Gasto personal 1.442 EUR (12%)."
2026-07-20,lunes,,380.0,3173.0,3553.0,3464.5,88.5,0.0,115.0,115.0,405.0,2370.0,2775.0,785.0,5658.0,6443.0,6354.5,88.5,3553.0,2775.0,4049.11,,10492.11,0.0,0,34.0,0.0,11.02,0:00,5:30,0:00,5:00,,,,,3.0,4.0,26.0,33,498.0,320.0,390.0,,130.0,,779.5,5:45,1181.25,11.25,"Clientes desde 00:30. Pasan 498 clientes, media 320, pico ~390. Puerta 15 EUR con copa, desde las 02:00 20 EUR y desde las 03:45 25 EUR con copa; 130 entradas. Se pide una unica botella de Moet a 115 EUR. Fondo de caja 779,5 EUR. Cierre 05:45 debido al poco gasto en barra. Gasto personal 1.181,25 EUR (11,25%)."
2026-07-21,martes,fecha_corregida_hoja_decia_lunes_20,792.0,5249.5,6041.5,5418.0,623.5,0.0,285.0,285.0,245.0,2302.0,2547.0,1037.0,7836.5,8873.5,8250.0,623.5,6041.5,2547.0,3980.89,,12854.39,285.0,0,37.0,1.0,9.96,0:00,5:15,0:00,5:00,,,,5.0,4.0,6.0,30.0,45,628.0,360.0,390.0,,120.0,,845.0,5:45,1188.88,9.25,"Clientes desde 00:30. Pasan 628 clientes, media 360, pico ~390. Puerta 20 EUR una copa y a partir de las 02:00 25 EUR con copa; 120 entradas. Se pide una unica botella de Moet a 115 EUR. Reservado SALA 285 EUR. Fondo de caja 845 EUR. Cierre 05:45. Gasto personal 1.188,88 EUR (9,25%). [La hoja decia 'lunes, 20 de julio'; el titulo del archivo del usuario indica que es martes 21.]"
2026-07-22,miercoles,,598.0,3232.5,3830.5,3750.0,80.5,0.0,950.0,950.0,515.0,1730.0,2245.0,1113.0,5912.5,7025.5,6945.0,80.5,3830.5,2245.0,4500.0,,11525.5,950.0,0,28.0,1.0,8.45,0:00,5:00,0:00,4:45,,,7.0,,,6.0,16.0,29,567.0,295.0,335.0,,110.0,,707.0,5:15,1233.0,10.7,"Clientes desde 00:45. Pasan 567 clientes, media 295, pico ~335. Puerta 20 EUR con copa, desde las 02:00 25 EUR y a las 03:15 se vuelve a 20 EUR; 110 entradas. Reservados: Borja Ybarra 500 + Sala 450. No entra el reservado de Tomas Llanza y piden en puerta 2 reservados mas. Fondo de caja 707 EUR. Cierre 05:15 debido al problema de la pelea y al poco gasto. Gasto personal 1.233 EUR (10,7%)."
2026-07-23,jueves,,657.0,2934.6,3591.6,3277.1,314.5,0.0,200.0,200.0,205.0,1010.0,1215.0,862.0,4144.6,5006.6,4692.1,314.5,3591.6,1215.0,552.89,,5559.49,0.0,0,20.0,1.0,12.63,0:00,5:00,0:00,4:30,2.0,4.0,4.0,3.0,1.0,9.0,13.0,36,338.0,190.0,238.0,15.0,81.0,,790.0,5:15,1045.0,18.8,"Clientes desde 00:45. Pasan 338 clientes, media 190, pico ~238. Puerta 15 EUR con copa; 81 entradas. Fondo de caja 790 EUR. Cierre 05:15 debido al poco gasto en sala. Gasto personal 1.045 EUR (18,8%)."
2026-07-24,viernes,fecha_corregida_hoja_decia_sabado_25,1498.5,8584.7,10083.2,9677.25,405.95,0.0,0.0,0.0,112.0,2273.0,2385.0,1610.5,10857.7,12468.2,12062.25,405.95,10083.2,2385.0,200.0,,12668.2,2120.0,0,31.0,5.0,9.19,0:00,5:30,0:00,5:15,3.0,7.0,3.0,4.0,1.0,6.0,15.0,39,495.0,300.0,380.0,,30.0,,790.0,5:45,1870.5,14.75,"Clientes desde 00:30. Pasan 495 clientes, media 300, pico ~380. Puerta 15 EUR con copa y se sube a las 02:00 a 20 EUR; el texto dice 30 entradas vendidas en puerta (incoherente con taquilla 2.385 EUR - probablemente 130). Reservados (dentro de barras): Javi Rodriguez 790, Alvaro Pastor 150, Borja Ybarra 380, Fernan 800 (total 2.120). PENDIENTE transferencia de 400 EUR del reservado de Javi Rodriguez (4 botellas a 100 EUR). Fondo de caja 790 EUR. Cierre 05:45. Gasto personal 1.870,5 EUR (14,75%). [La hoja decia 'sabado, 25 de julio'; el titulo del archivo indica viernes 24.]"
2026-07-25,sabado,,970.0,7778.8,8748.8,8782.55,-33.75,0.0,0.0,0.0,380.0,1086.6,1466.6,1350.0,8865.4,10215.4,10249.15,-33.75,8748.8,1466.6,0.0,,10215.4,600.0,0,28.0,5.0,10.4,0:00,5:30,0:00,5:15,3.0,7.0,3.0,4.0,1.0,6.0,15.0,39,441.0,250.0,300.0,,80.0,,790.0,5:45,1560.0,15.3,"Clientes desde 00:30. Pasan 441 clientes, media 250, pico ~300. Puerta 15 EUR con copa y se sube a las 02:00 a 20 EUR; muchas personas no quisieron entrar diciendo que era muy alto el precio de la entrada; 80 entradas. Reservado FERNAN 600 EUR (dentro de barras). Fondo de caja 790 EUR. Cierre 05:45. Gasto personal 1.560 EUR (15,3%)."
2026-07-27,lunes,,641.5,3895.5,4537.0,4457.5,79.5,105.0,1195.0,1300.0,250.0,1150.0,1400.0,996.5,6240.5,7237.0,7157.5,79.5,4537.0,1400.0,5625.0,,12862.0,400.0,0,34.0,0.0,8.99,0:00,5:15,0:00,5:00,16.0,12.0,3.0,2.0,,3.0,42.0,78,705.0,320.0,410.0,,56.0,,790.0,5:34,1268.0,9.9,"Clientes desde 00:30. Pasan 705 clientes, media 320, pico ~410. Puerta 25 EUR una copa, se sube a las 02:30 a 30 EUR pero se vuelve a bajar a 25 debido al alto precio, a las 04:00 se baja a 20 con una copa; 56 entradas. Reservado SVQ PARTNERS 400 EUR. Fondo de caja 790 EUR. Cierre 05:34. Gasto personal 1.268 EUR (9,9%)."
2026-07-28,martes,,877.0,2675.0,3552.0,3458.5,93.5,150.0,450.0,600.0,65.0,745.0,810.0,1092.0,3870.0,4962.0,4868.5,93.5,3552.0,810.0,5236.11,,10198.11,450.0,0,34.0,0.0,11.34,0:00,5:15,0:00,5:00,,,,2.0,,6.0,34.0,42,591.0,320.0,370.0,25.0,33.0,,790.0,5:15,1305.0,12.8,"Clientes desde 00:30. Pasan 591 clientes, media 320, pico ~370. Puerta 25 EUR una copa; 33 entradas. Reservados: SVQ Partners 150, Robe Caceres 150, Juan Pena 150. Fondo de caja 790 EUR. Cierre 05:15 debido al poco gasto de los clientes. Gasto personal 1.305 EUR (12,8%)."
2026-07-29,miercoles,,709.0,3184.0,3893.0,3972.0,-79.0,150.0,1000.0,1150.0,115.0,415.0,530.0,974.0,4599.0,5573.0,5652.0,-79.0,3893.0,530.0,4855.0,,10428.0,600.0,0,34.0,0.0,11.09,0:00,5:00,0:00,4:45,5.0,10.0,1.0,2.0,2.0,6.0,33.0,59,591.0,320.0,370.0,25.0,23.0,,790.0,5:15,1300.75,12.5,"Clientes desde 00:30. Pasan 591 clientes, media 320, pico ~370. Puerta 25 EUR una copa y a las 03:30 baja a 20; 23 entradas. Reservados: Fernan 450, Borja Ybarra 150 (600). Fondo de caja 790 EUR. Cierre 05:15 debido al poco gasto y a que se desbordaron todos los banos a las 04:15. Gasto personal 1.300,75 EUR (12,5%). TODO EL DESCUADRE (-79) es en visas, se descarta que alguien haya cogido dinero: seguramente un pago rechazado que el camarero mete en Tipsi."
2026-07-30,jueves,,681.0,2912.0,3593.0,3528.5,64.5,0.0,300.0,300.0,205.0,1365.0,1570.0,886.0,4577.0,5463.0,5398.5,64.5,3593.0,1570.0,632.0,,6095.0,300.0,0,31.0,2.0,18.01,0:00,5:15,0:00,5:00,1.0,,,,1.0,6.0,,8,453.0,130.0,178.0,15.0,105.0,,770.0,5:45,1107.5,18.5,"Clientes desde 00:30. Pasan 453 clientes, media 130, pico ~178. Puerta 15 EUR una copa; 105 entradas. Fondo de caja 770 EUR. Cierre 05:45. Gasto personal 1.107,5 EUR (18,5%)."
2026-07-31,viernes,,852.6,14216.7,15069.3,14692.59,376.71,0.0,0.0,0.0,852.6,0.0,852.6,1705.2,14216.7,15921.9,15545.19,376.71,15069.3,852.6,0.0,,15921.9,3290.0,0,43.0,4.0,9.74,0:00,5:30,0:00,5:00,4.0,10.0,2.0,,2.0,1.0,,19,,,404.0,15.0,,,,5:30,1765.25,11.08,"Aforo de 404 de pico con la terraza aun abierta. Se empieza a cobrar en puerta desde el principio y la gente paga sin problemas. Reservados: Fernan 1.100, Ramon 690, Alvaro Serrano 300, Sala 300, Luis Martinez 900 (3.290). Gasto personal 11,08% (1.765,25). Avisar a RRPP (socios) que filtren antes de meter reservados, mas si se les pide anticipo. Descuadre positivo (+376,71) como siempre en visas: al parecer se tican a veces en el ordenador ordenes de datafono fallidas sin darse cuenta, quizas venga de ahi. Cierre 05:30."
2026-08-01,sabado,,520.5,9614.0,10134.6,9902.9,231.7,150.0,2860.0,3010.0,90.0,4335.0,4425.0,760.5,16809.1,17569.6,17337.9,231.7,10134.6,4425.0,200.0,,17769.6,3210.0,0,48.0,0.0,10.17,0:00,5:45,0:00,5:00,12.0,7.0,,4.0,3.0,6.0,15.0,47,725.0,340.0,390.0,15.0,200.0,,770.0,6:00,1890.0,10.65,"Clientes desde 00:30. Pasan 725 clientes, media 340, pico ~390. Puerta 15 EUR una copa y sube a 20 a partir de 250 pax; 200 entradas. Reservados: Fernan 1.200, Alvaro 880, Ramon 1.130 (3.210). Fondo de caja 770 EUR. Cierre 06:00. Gasto personal 1.890 EUR (10,65%)."
2026-08-02,domingo,,1187.0,7543.1,8730.9,8396.1,334.8,0.0,2370.0,2370.0,120.0,510.0,630.0,1307.0,10423.9,11730.9,11396.1,334.8,8730.9,630.0,1381.05,,13111.95,2370.0,0,41.0,7.0,11.81,0:00,6:00,0:00,5:00,26.0,12.0,,4.0,1.0,,,43,527.0,350.0,400.0,15.0,42.0,,770.0,6:15,2498.97,22.5,"Clientes desde 00:30. Pasan 527 clientes, media 350, pico ~400. Puerta 15 EUR una copa; 42 entradas. Reservados: Pablo Aguado 1.770, Roca Rey 600 (2.370). Fondo de caja 770 EUR. Cierre 06:15. Gasto personal 2.498,97 EUR (22,5%) porque se mete como gasto de personal tanto el grupito de flamenco como el tecnico de luces (1.250 EUR)."
2026-08-03,lunes,,579.0,2587.0,3166.5,3113.0,53.5,150.0,300.0,450.0,180.0,701.0,881.0,909.0,3588.5,4497.5,4444.0,53.5,3166.5,881.0,7134.63,,11632.13,450.0,0,28.0,2.0,8.18,0:00,5:15,0:00,5:00,,,2.0,,1.0,,,3,607.0,355.0,395.0,25.0,38.0,,770.0,5:30,1338.0,11.5,"Clientes desde 00:30. Pasan 607 clientes, media 355, pico ~395. Puerta 25 EUR una copa y baja a 20 a las 03:30; 38 entradas. Reservados: Gonzalo Tagua 150, SVQ Partners 150, Gloria Arjona 150 (450). Fondo de caja 770 EUR. Cierre 05:30. Gasto personal 1.338 EUR (11,5%)."
2026-08-04,martes,,540.0,3500.0,4040.0,4011.5,28.5,150.0,115.0,265.0,245.0,2190.0,2435.0,935.0,5805.0,6740.0,6711.5,28.5,4040.0,2435.0,3640.37,,10380.37,265.0,,26.0,,8.52,0:30,5:15,0:30,5:00,,,,14.0,2.0,2.0,20.0,38,619.0,330.0,365.0,15.0,140.0,,,6:00,1482.0,14.3,"Clientes desde 00:30. 619 clientes, media 330, pico 365. Puerta 15 EUR una copa (público mayor) y 20 a los más jóvenes; 140 entradas. No entra reservado de Álvaro Pastor (Jaime Fernández). Fondo caja 770. Cierre 06:00. Gasto personal 1.482 (14,3%). Muy buena noche, público mayor y gastón."
2026-08-05,miércoles,,704.0,4679.5,5383.5,5224.5,159.0,0.0,300.0,300.0,610.0,2585.0,3195.0,1314.0,7564.5,8878.5,8719.5,159.0,5383.5,3195.0,2401.11,,11279.61,300.0,,34.0,,10.25,0:30,5:30,0:30,5:00,,,,,3.0,6.0,38.0,47,512.0,325.0,350.0,15.0,180.0,,,6:00,1266.0,11.3,"512 clientes, media 325, pico 350. Puerta 15/20; 180 entradas. No entra reservado de Javier Domecq. Reservado Nicolas Banda 300. Fondo 770. Cierre 06:00. Gasto 1.266 (11,3%)."
2026-08-06,jueves,,1250.0,9618.96,10868.96,10550.86,318.1,100.0,1550.0,1650.0,495.0,2485.0,2980.0,1845.0,13653.96,15498.96,15180.86,318.1,10868.96,2980.0,893.33,,16392.29,1650.0,,44.0,4.0,9.66,0:30,5:30,0:30,5:00,26.0,7.0,,4.0,3.0,6.0,54.0,100,797.0,365.0,420.0,15.0,185.0,,,5:45,1623.0,9.9,"797 clientes, media 365, pico 420. Puerta 15 y a 350 de aforo sube a 20; 185 entradas. No entran reservados de Javier Rodríguez (Lucia Forne) ni Fernan (Fer Vizca). Reservados: Nicolas Banda 600, Fernan 150, Pista 900. Fondo 770. Cierre 05:45. Gasto 1.623 (9,9%)."
2026-08-07,viernes,,1554.0,12230.0,13784.0,14218.51,-434.51,150.0,2250.0,2400.0,290.0,5150.0,5440.0,1994.0,19630.0,21624.0,22058.51,-434.51,13784.0,5440.0,0.0,,21624.0,2400.0,,53.0,7.0,9.05,0:30,6:05,0:30,5:30,25.0,11.0,,3.0,3.0,6.0,20.0,68,,,,20.0,,,,6:05,2176.0,10.06,"20 EUR/copa desde el principio; paga todo el mundo en puerta. Reservado de Braulio no debe entrar más (mal comportamiento). Reservados: Pumar 1.100, A. Villalobos 300, Pista 600, Fernan 400. Gasto personal 2.176 (10,06%); NO incluye desatasco 650+IVA."
2026-08-08,sábado,,589.5,11815.4,12404.9,12479.5,-74.6,40.0,2710.0,2750.0,345.0,5388.0,5733.0,974.5,19913.4,20887.9,20962.5,-74.6,12404.9,5733.0,0.0,,20887.9,2750.0,,,,0.0,0:30,6:15,0:30,5:30,51.0,11.0,4.0,3.0,2.0,,20.0,91,,,,20.0,,,,6:15,2198.75,10.53,"20 EUR/copa desde el principio; paga todo el mundo en puerta. Hablar con socios: las mesas de reservados llegan muy tarde y se ve mal la sala. Reservados: Pumar 450, Álvaro Pastor 450, Pista 1.500, Fernan 350. Gasto 2.198,75 (10,53%)."
2026-08-09,domingo,,539.5,5403.4,5942.9,5892.1,50.8,0.0,300.0,300.0,105.0,1155.0,1260.0,644.5,6858.4,7502.9,7452.1,50.8,5942.9,1260.0,0.0,,7502.9,300.0,,23.0,3.0,11.3,0:30,4:30,0:30,4:00,44.0,12.0,3.0,,,,6.0,65,421.0,205.0,280.0,15.0,,,,4:30,2719.0,36.25,"Servicio de cena (43 comensales; ser estrictos con nº). Puerta 15 EUR una copa, puretas gratis. 421 pax, media 205, pico 280. Grupo 900 + 300 técnico sonido incluidos en gasto personal → 2.719 (36,25%); sin grupito/técnico 20,25%."
